,date,team_id,CURRENT_SCORE_FEATURE,LAST_WIN_FEATURE,MINOR_PERIOD_FEATURE,MIN_TEAM_FEATURE,ONE_MAYOR_FEATURE,PRE_RANK_FEATURE,PRE_VS_FEATURE,RANK_STATUS_FEATURE,TWO_MAYOR_FEATURE
174,20040923,14555,4.0,"{'win': 1, 'area': 1}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 6, 'toteam': 14584, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14584, 'area': 1}","{'weight_score': -7, 'toteam': 14584, 'weight_num': 0}",1.0
175,20040923,14557,5.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 4, 'toteam': 14564, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14564, 'area': 2}","{'weight_score': 5, 'toteam': 14564, 'weight_num': 0}",1.0
176,20040923,14564,7.0,"{'win': 1, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -4, 'toteam': 14557, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14557, 'area': 1}","{'weight_score': -5, 'toteam': 14557, 'weight_num': 0}",1.0
177,20040923,14573,4.0,"{'win': 0, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': -6, 'toteam': 14517, 'weight_num': 0}","{'pre': 0, 'weight_goal': -1, 'toteam': 14517, 'area': 1}","{'weight_score': 3, 'toteam': 14517, 'weight_num': 0}",1.0
178,20040923,14584,7.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -6, 'toteam': 14555, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14555, 'area': 2}","{'weight_score': 7, 'toteam': 14555, 'weight_num': 0}",1.0
179,20040923,14629,6.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 9, 'toteam': 14547, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14547, 'area': 2}","{'weight_score': -1, 'toteam': 14547, 'weight_num': 0}",1.0
180,20040925,14437,11.0,"{'win': 3, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 1, 'toteam': 14640, 'weight_num': 0}","{'pre': 0, 'weight_goal': 1, 'toteam': 14640, 'area': 1}","{'weight_score': 5, 'toteam': 14640, 'weight_num': 0}",2.0
181,20040925,14550,9.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': -18, 'toteam': 14559, 'weight_num': 0}","{'pre': 0, 'weight_goal': -1, 'toteam': 14559, 'area': 2}","{'weight_score': 8, 'toteam': 14559, 'weight_num': 0}",2.0
182,20040925,14552,7.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 1}",1.0,"{'pre': 0, 'weight_score': 1, 'toteam': 14556, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14556, 'area': 2}","{'weight_score': 6, 'toteam': 14556, 'weight_num': 0}",1.0
183,20040925,14556,4.0,"{'win': 1, 'area': 1}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -1, 'toteam': 14552, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14552, 'area': 1}","{'weight_score': -6, 'toteam': 14552, 'weight_num': 0}",1.0
184,20040925,14559,8.0,"{'win': 3, 'area': 1}",1.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 18, 'toteam': 14550, 'weight_num': 0}","{'pre': 0, 'weight_goal': 1, 'toteam': 14550, 'area': 1}","{'weight_score': -8, 'toteam': 14550, 'weight_num': 0}",1.0
185,20040925,14640,4.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': -1, 'toteam': 14437, 'weight_num': 0}","{'pre': 0, 'weight_goal': -1, 'toteam': 14437, 'area': 2}","{'weight_score': -5, 'toteam': 14437, 'weight_num': 0}",2.0
186,20040926,14517,5.0,"{'win': 3, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 0, 'toteam': 14551, 'weight_num': 0}","{'pre': 0, 'weight_goal': 4, 'toteam': 14551, 'area': 1}","{'weight_score': -2, 'toteam': 14551, 'weight_num': 0}",2.0
187,20040926,14546,6.0,"{'win': 0, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -7, 'toteam': 14564, 'weight_num': 0}","{'pre': 0, 'weight_goal': -2, 'toteam': 14564, 'area': 1}","{'weight_score': 5, 'toteam': 14564, 'weight_num': 0}",1.0
188,20040926,14547,4.0,"{'win': 1, 'area': 2}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -3, 'toteam': 14557, 'weight_num': 0}","{'pre': 0, 'weight_goal': 2, 'toteam': 14557, 'area': 2}","{'weight_score': -4, 'toteam': 14557, 'weight_num': 0}",1.0
189,20040926,14551,4.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 0, 'toteam': 14517, 'weight_num': 0}","{'pre': 0, 'weight_goal': -4, 'toteam': 14517, 'area': 2}","{'weight_score': 2, 'toteam': 14517, 'weight_num': 0}",1.0
190,20040926,14554,7.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -13, 'toteam': 14629, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14629, 'area': 2}","{'weight_score': 6, 'toteam': 14629, 'weight_num': 0}",1.0
191,20040926,14555,5.0,"{'win': 1, 'area': 2}",1.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 2, 'toteam': 14566, 'weight_num': 0}","{'pre': 0, 'weight_goal': 2, 'toteam': 14566, 'area': 2}","{'weight_score': -2, 'toteam': 14566, 'weight_num': 0}",1.0
192,20040926,14557,4.0,"{'win': 0, 'area': 1}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 3, 'toteam': 14547, 'weight_num': 0}","{'pre': 0, 'weight_goal': -2, 'toteam': 14547, 'area': 1}","{'weight_score': 4, 'toteam': 14547, 'weight_num': 0}",1.0
193,20040926,14564,5.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 7, 'toteam': 14546, 'weight_num': 0}","{'pre': 0, 'weight_goal': 2, 'toteam': 14546, 'area': 2}","{'weight_score': -5, 'toteam': 14546, 'weight_num': 0}",1.0
194,20040926,14566,3.0,"{'win': 0, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 1}",2.0,"{'pre': 0, 'weight_score': -2, 'toteam': 14555, 'weight_num': 0}","{'pre': 0, 'weight_goal': -2, 'toteam': 14555, 'area': 1}","{'weight_score': 2, 'toteam': 14555, 'weight_num': 0}",2.0
195,20040926,14573,4.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 3, 'toteam': 14584, 'weight_num': 0}","{'pre': 0, 'weight_goal': 2, 'toteam': 14584, 'area': 2}","{'weight_score': -7, 'toteam': 14584, 'weight_num': 0}",1.0
196,20040926,14584,6.0,"{'win': 0, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -3, 'toteam': 14573, 'weight_num': 0}","{'pre': 0, 'weight_goal': -2, 'toteam': 14573, 'area': 1}","{'weight_score': 7, 'toteam': 14573, 'weight_num': 0}",1.0
197,20040926,14629,6.0,"{'win': 1, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 13, 'toteam': 14554, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14554, 'area': 1}","{'weight_score': -6, 'toteam': 14554, 'weight_num': 0}",1.0
198,20040928,14374,6.0,"{'win': 1, 'area': 2}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 0, 'toteam': 14561, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14561, 'area': 2}","{'weight_score': 0, 'toteam': 14561, 'weight_num': 0}",1.0
199,20040928,14561,7.0,"{'win': 1, 'area': 1}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 0, 'toteam': 14374, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14374, 'area': 1}","{'weight_score': 0, 'toteam': 14374, 'weight_num': 0}",1.0
200,20041002,14374,8.0,"{'win': 3, 'area': 1}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 3, 'toteam': 14556, 'weight_num': 0}","{'pre': 0, 'weight_goal': 1, 'toteam': 14556, 'area': 1}","{'weight_score': 5, 'toteam': 14556, 'weight_num': 0}",1.0
201,20041002,14437,11.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 2, 'toteam': 14552, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14552, 'area': 2}","{'weight_score': 0, 'toteam': 14552, 'weight_num': 0}",1.0
202,20041002,14517,6.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 3, 'toteam': 14550, 'weight_num': 0}","{'pre': 0, 'weight_goal': -2, 'toteam': 14550, 'area': 2}","{'weight_score': -5, 'toteam': 14550, 'weight_num': 0}",2.0
203,20041002,14546,4.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -8, 'toteam': 14547, 'weight_num': 0}","{'pre': 0, 'weight_goal': -2, 'toteam': 14547, 'area': 2}","{'weight_score': 1, 'toteam': 14547, 'weight_num': 0}",1.0
204,20041002,14547,6.0,"{'win': 3, 'area': 1}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 8, 'toteam': 14546, 'weight_num': 0}","{'pre': 0, 'weight_goal': 2, 'toteam': 14546, 'area': 1}","{'weight_score': -1, 'toteam': 14546, 'weight_num': 0}",1.0
205,20041002,14550,9.0,"{'win': 3, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': -3, 'toteam': 14517, 'weight_num': 0}","{'pre': 0, 'weight_goal': 2, 'toteam': 14517, 'area': 1}","{'weight_score': 5, 'toteam': 14517, 'weight_num': 0}",2.0
206,20041002,14551,4.0,"{'win': 0, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 9, 'toteam': 14584, 'weight_num': 0}","{'pre': 0, 'weight_goal': -1, 'toteam': 14584, 'area': 1}","{'weight_score': -5, 'toteam': 14584, 'weight_num': 0}",2.0
207,20041002,14552,7.0,"{'win': 1, 'area': 1}",1.0,"{'pre': 0, 'mayorstatus': 1}",1.0,"{'pre': 0, 'weight_score': -2, 'toteam': 14437, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14437, 'area': 1}","{'weight_score': 0, 'toteam': 14437, 'weight_num': 0}",1.0
208,20041002,14555,7.0,"{'win': 3, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': -8, 'toteam': 14629, 'weight_num': 0}","{'pre': 0, 'weight_goal': 1, 'toteam': 14629, 'area': 1}","{'weight_score': 3, 'toteam': 14629, 'weight_num': 0}",2.0
209,20041002,14556,4.0,"{'win': 1, 'area': 2}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -3, 'toteam': 14374, 'weight_num': 0}","{'pre': 0, 'weight_goal': -1, 'toteam': 14374, 'area': 2}","{'weight_score': -5, 'toteam': 14374, 'weight_num': 0}",1.0
210,20041002,14559,9.0,"{'win': 1, 'area': 2}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 15, 'toteam': 14640, 'weight_num': 0}","{'pre': 0, 'weight_goal': -1, 'toteam': 14640, 'area': 2}","{'weight_score': 2, 'toteam': 14640, 'weight_num': 0}",1.0
211,20041002,14566,4.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 1}",1.0,"{'pre': 0, 'weight_score': 1, 'toteam': 14573, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14573, 'area': 2}","{'weight_score': -1, 'toteam': 14573, 'weight_num': 0}",1.0
212,20041002,14573,4.0,"{'win': 1, 'area': 1}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -1, 'toteam': 14566, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14566, 'area': 1}","{'weight_score': 1, 'toteam': 14566, 'weight_num': 0}",1.0
213,20041002,14584,6.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': -9, 'toteam': 14551, 'weight_num': 0}","{'pre': 0, 'weight_goal': 1, 'toteam': 14551, 'area': 2}","{'weight_score': 5, 'toteam': 14551, 'weight_num': 0}",1.0
214,20041002,14629,7.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 8, 'toteam': 14555, 'weight_num': 0}","{'pre': 0, 'weight_goal': -1, 'toteam': 14555, 'area': 2}","{'weight_score': -3, 'toteam': 14555, 'weight_num': 0}",1.0
215,20041002,14640,6.0,"{'win': 3, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -15, 'toteam': 14559, 'weight_num': 0}","{'pre': 0, 'weight_goal': 1, 'toteam': 14559, 'area': 1}","{'weight_score': -2, 'toteam': 14559, 'weight_num': 0}",1.0
216,20041003,14561,7.0,"{'win': 1, 'area': 2}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 6, 'toteam': 14564, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14564, 'area': 2}","{'weight_score': 6, 'toteam': 14564, 'weight_num': 0}",1.0
217,20041003,14564,5.0,"{'win': 1, 'area': 1}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -6, 'toteam': 14561, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14561, 'area': 1}","{'weight_score': -6, 'toteam': 14561, 'weight_num': 0}",1.0
218,20041005,14554,7.0,"{'win': 1, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -7, 'toteam': 14557, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14557, 'area': 1}","{'weight_score': 2, 'toteam': 14557, 'weight_num': 0}",1.0
219,20041005,14557,4.0,"{'win': 1, 'area': 2}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 7, 'toteam': 14554, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14554, 'area': 2}","{'weight_score': -2, 'toteam': 14554, 'weight_num': 0}",1.0
220,20041016,14517,8.0,"{'win': 3, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -15, 'toteam': 14559, 'weight_num': 0}","{'pre': 0, 'weight_goal': 1, 'toteam': 14559, 'area': 1}","{'weight_score': 0, 'toteam': 14559, 'weight_num': 0}",1.0
221,20041016,14546,6.0,"{'win': 3, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': -4, 'toteam': 14554, 'weight_num': 0}","{'pre': 0, 'weight_goal': 1, 'toteam': 14554, 'area': 1}","{'weight_score': -3, 'toteam': 14554, 'weight_num': 0}",1.0
222,20041016,14547,7.0,"{'win': 1, 'area': 2}",1.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': -5, 'toteam': 14561, 'weight_num': 0}","{'pre': 0, 'weight_goal': -1, 'toteam': 14561, 'area': 2}","{'weight_score': -3, 'toteam': 14561, 'weight_num': 0}",1.0
223,20041016,14550,9.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 6, 'toteam': 14584, 'weight_num': 0}","{'pre': 0, 'weight_goal': 3, 'toteam': 14584, 'area': 2}","{'weight_score': 1, 'toteam': 14584, 'weight_num': 0}",2.0
224,20041016,14551,4.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 5, 'toteam': 14566, 'weight_num': 0}","{'pre': 0, 'weight_goal': -2, 'toteam': 14566, 'area': 2}","{'weight_score': -1, 'toteam': 14566, 'weight_num': 0}",1.0
225,20041016,14552,7.0,"{'win': 3, 'area': 1}",1.0,"{'pre': 0, 'mayorstatus': 1}",2.0,"{'pre': 0, 'weight_score': -1, 'toteam': 14640, 'weight_num': 0}","{'pre': 0, 'weight_goal': 1, 'toteam': 14640, 'area': 1}","{'weight_score': 6, 'toteam': 14640, 'weight_num': 0}",1.0
226,20041016,14554,5.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 4, 'toteam': 14546, 'weight_num': 0}","{'pre': 0, 'weight_goal': -1, 'toteam': 14546, 'area': 2}","{'weight_score': 3, 'toteam': 14546, 'weight_num': 0}",1.0
227,20041016,14555,7.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -2, 'toteam': 14557, 'weight_num': 0}","{'pre': 0, 'weight_goal': -2, 'toteam': 14557, 'area': 2}","{'weight_score': 1, 'toteam': 14557, 'weight_num': 0}",1.0
228,20041016,14556,4.0,"{'win': 0, 'area': 1}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 3, 'toteam': 14564, 'weight_num': 0}","{'pre': 0, 'weight_goal': -1, 'toteam': 14564, 'area': 1}","{'weight_score': 0, 'toteam': 14564, 'weight_num': 0}",1.0
229,20041016,14557,6.0,"{'win': 3, 'area': 1}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 2, 'toteam': 14555, 'weight_num': 0}","{'pre': 0, 'weight_goal': 2, 'toteam': 14555, 'area': 1}","{'weight_score': -1, 'toteam': 14555, 'weight_num': 0}",1.0
230,20041016,14559,9.0,"{'win': 1, 'area': 2}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 15, 'toteam': 14517, 'weight_num': 0}","{'pre': 0, 'weight_goal': -1, 'toteam': 14517, 'area': 2}","{'weight_score': 0, 'toteam': 14517, 'weight_num': 0}",1.0
231,20041016,14561,9.0,"{'win': 3, 'area': 1}",1.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 5, 'toteam': 14547, 'weight_num': 0}","{'pre': 0, 'weight_goal': 1, 'toteam': 14547, 'area': 1}","{'weight_score': 3, 'toteam': 14547, 'weight_num': 0}",1.0
232,20041016,14564,5.0,"{'win': 1, 'area': 2}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -3, 'toteam': 14556, 'weight_num': 0}","{'pre': 0, 'weight_goal': 1, 'toteam': 14556, 'area': 2}","{'weight_score': 0, 'toteam': 14556, 'weight_num': 0}",1.0
233,20041016,14566,6.0,"{'win': 3, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 1}",1.0,"{'pre': 0, 'weight_score': -5, 'toteam': 14551, 'weight_num': 0}","{'pre': 0, 'weight_goal': 2, 'toteam': 14551, 'area': 1}","{'weight_score': 1, 'toteam': 14551, 'weight_num': 0}",1.0
234,20041016,14573,4.0,"{'win': 1, 'area': 2}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -11, 'toteam': 14629, 'weight_num': 0}","{'pre': 0, 'weight_goal': -2, 'toteam': 14629, 'area': 2}","{'weight_score': 4, 'toteam': 14629, 'weight_num': 0}",1.0
235,20041016,14584,5.0,"{'win': 0, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': -6, 'toteam': 14550, 'weight_num': 0}","{'pre': 0, 'weight_goal': -3, 'toteam': 14550, 'area': 1}","{'weight_score': -1, 'toteam': 14550, 'weight_num': 0}",2.0
236,20041016,14629,9.0,"{'win': 3, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 11, 'toteam': 14573, 'weight_num': 0}","{'pre': 0, 'weight_goal': 2, 'toteam': 14573, 'area': 1}","{'weight_score': -4, 'toteam': 14573, 'weight_num': 0}",1.0
237,20041016,14640,6.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 1, 'toteam': 14552, 'weight_num': 0}","{'pre': 0, 'weight_goal': -1, 'toteam': 14552, 'area': 2}","{'weight_score': -6, 'toteam': 14552, 'weight_num': 0}",1.0
238,20041019,14374,6.0,"{'win': 1, 'area': 2}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 0, 'toteam': 14437, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14437, 'area': 2}","{'weight_score': 1, 'toteam': 14437, 'weight_num': 0}",1.0
239,20041019,14437,9.0,"{'win': 1, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 0, 'toteam': 14374, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14374, 'area': 1}","{'weight_score': -1, 'toteam': 14374, 'weight_num': 0}",1.0
240,20041023,14437,9.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 6, 'toteam': 14564, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14564, 'area': 2}","{'weight_score': 5, 'toteam': 14564, 'weight_num': 0}",1.0
241,20041023,14517,9.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 0, 'toteam': 14640, 'weight_num': 0}","{'pre': 0, 'weight_goal': -1, 'toteam': 14640, 'area': 2}","{'weight_score': 2, 'toteam': 14640, 'weight_num': 0}",1.0
242,20041023,14546,6.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -9, 'toteam': 14555, 'weight_num': 0}","{'pre': 0, 'weight_goal': -2, 'toteam': 14555, 'area': 2}","{'weight_score': 1, 'toteam': 14555, 'weight_num': 0}",1.0
243,20041023,14547,9.0,"{'win': 3, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': -2, 'toteam': 14556, 'weight_num': 0}","{'pre': 0, 'weight_goal': 3, 'toteam': 14556, 'area': 1}","{'weight_score': 3, 'toteam': 14556, 'weight_num': 0}",2.0
244,20041023,14550,9.0,"{'win': 3, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 2, 'toteam': 14566, 'weight_num': 0}","{'pre': 0, 'weight_goal': 1, 'toteam': 14566, 'area': 1}","{'weight_score': 8, 'toteam': 14566, 'weight_num': 0}",2.0
245,20041023,14551,6.0,"{'win': 3, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': -5, 'toteam': 14629, 'weight_num': 0}","{'pre': 0, 'weight_goal': 2, 'toteam': 14629, 'area': 1}","{'weight_score': -1, 'toteam': 14629, 'weight_num': 0}",1.0
246,20041023,14554,5.0,"{'win': 1, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -9, 'toteam': 14561, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14561, 'area': 1}","{'weight_score': -5, 'toteam': 14561, 'weight_num': 0}",1.0
247,20041023,14555,9.0,"{'win': 3, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 9, 'toteam': 14546, 'weight_num': 0}","{'pre': 0, 'weight_goal': 2, 'toteam': 14546, 'area': 1}","{'weight_score': -1, 'toteam': 14546, 'weight_num': 0}",1.0
248,20041023,14556,4.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 2, 'toteam': 14547, 'weight_num': 0}","{'pre': 0, 'weight_goal': -3, 'toteam': 14547, 'area': 2}","{'weight_score': -3, 'toteam': 14547, 'weight_num': 0}",1.0
249,20041023,14557,6.0,"{'win': 1, 'area': 2}",1.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 5, 'toteam': 14573, 'weight_num': 0}","{'pre': 0, 'weight_goal': -3, 'toteam': 14573, 'area': 2}","{'weight_score': 4, 'toteam': 14573, 'weight_num': 0}",1.0
250,20041023,14561,7.0,"{'win': 1, 'area': 2}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': 9, 'toteam': 14554, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14554, 'area': 2}","{'weight_score': 5, 'toteam': 14554, 'weight_num': 0}",1.0
251,20041023,14564,5.0,"{'win': 1, 'area': 1}",1.0,"{'pre': 0, 'mayorstatus': 3}",1.0,"{'pre': 0, 'weight_score': -6, 'toteam': 14437, 'weight_num': 0}","{'pre': 0, 'weight_goal': 0, 'toteam': 14437, 'area': 1}","{'weight_score': -5, 'toteam': 14437, 'weight_num': 0}",1.0
252,20041023,14566,6.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 1}",2.0,"{'pre': 0, 'weight_score': -2, 'toteam': 14550, 'weight_num': 0}","{'pre': 0, 'weight_goal': -1, 'toteam': 14550, 'area': 2}","{'weight_score': -8, 'toteam': 14550, 'weight_num': 0}",1.0
253,20041023,14573,6.0,"{'win': 3, 'area': 1}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': -5, 'toteam': 14557, 'weight_num': 0}","{'pre': 0, 'weight_goal': 3, 'toteam': 14557, 'area': 1}","{'weight_score': -4, 'toteam': 14557, 'weight_num': 0}",1.0
254,20041023,14629,7.0,"{'win': 1, 'area': 2}",2.0,"{'pre': 0, 'mayorstatus': 3}",2.0,"{'pre': 0, 'weight_score': 5, 'toteam': 14551, 'weight_num': 0}","{'pre': 0, 'weight_goal': -2, 'toteam': 14551, 'area': 2}","{'weight_score': 1, 'toteam': 14551, 'weight_num': 0}",1.0
